clv,Coverage,Gender,Income,Marital.Status,Monthly.Premium.Auto,Number.of.Open.Complaints,Number.of.Policies,Renew.Offer.Type,Total.Claim.Amount,Vehicle.Class
4170.687348,Basic,F,29462,Single,107,1,1,Offer2,513.6,SUV
2665.447079,Basic,F,52266,Single,68,0,1,Offer1,141.922839,Two-Door Car
7098.91414,Basic,M,0,Single,70,0,2,Offer1,349.783046,Two-Door Car
3971.345097,Basic,M,23599,Single,103,0,1,Offer2,494.4,SUV
5528.212807,Basic,M,36088,Single,72,0,9,Offer1,345.6,Four-Door Car
8338.995787,Premium,F,70534,Divorced,104,0,3,Offer3,54.065538,Four-Door Car
5448.555219,Basic,M,85296,Married,68,0,6,Offer3,342.515136,Four-Door Car
10808.06597,Extended,M,31063,Married,92,0,2,Offer2,441.6,Four-Door Car
6185.09653,Extended,M,0,Single,92,0,3,Offer1,1027.177255,Two-Door Car
3208.225911,Extended,M,52367,Married,81,0,1,Offer2,275.989978,Four-Door Car
5480.104065,Basic,M,58651,Single,71,0,3,Offer4,472.599683,Four-Door Car
13107.92594,Basic,M,49088,Divorced,114,1,2,Offer3,547.2,SUV
7462.926263,Extended,F,70263,Married,93,0,5,Offer2,7.345946,Two-Door Car
11463.99097,Premium,F,45354,Married,285,0,1,Offer4,540.141566,Luxury SUV
7236.132483,Basic,M,0,Married,63,0,2,Offer3,383.363758,Four-Door Car
6232.687923,Extended,F,28334,Single,83,0,7,Offer1,537.765151,Four-Door Car
3746.751625,Extended,F,41479,Married,94,1,1,Offer2,19.575683,Two-Door Car
5012.083744,Basic,M,48328,Married,63,0,7,Offer2,108.138715,Two-Door Car
3371.858433,Extended,M,86689,Single,85,0,1,Offer2,408,Two-Door Car
3864.776795,Extended,M,24204,Married,99,1,1,Offer2,707.303416,Four-Door Car
4145.711862,Premium,M,25943,Married,110,0,1,Offer1,1067.333126,Two-Door Car
5156.072651,Basic,M,0,Single,73,0,7,Offer1,807.947292,Four-Door Car
3667.37497,Extended,M,62375,Married,92,0,1,Offer3,618.630955,Two-Door Car
7835.683513,Basic,F,0,Married,71,0,2,Offer4,404.272806,Four-Door Car
14567.26841,Premium,M,0,Single,148,0,2,Offer1,710.4,SUV
10171.33903,Basic,M,70200,Divorced,65,0,2,Offer2,312,Four-Door Car
4135.775206,Premium,F,0,Married,112,0,1,Offer3,707.977614,Four-Door Car
5511.491102,Basic,F,79027,Single,70,0,5,Offer1,336,Four-Door Car
2429.280527,Basic,F,26736,Married,63,0,1,Offer1,367.92773,Four-Door Car
5414.61734,Basic,F,26893,Married,68,0,5,Offer4,68.226001,Four-Door Car
7421.593541,Extended,F,47406,Married,94,1,6,Offer1,287.149807,Four-Door Car
4458.113369,Basic,M,17622,Divorced,65,1,3,Offer1,312,Four-Door Car
14476.12489,Extended,F,27572,Married,124,0,2,Offer3,595.2,SUV
4936.888359,Basic,F,0,Single,72,2,7,Offer2,391.636628,Two-Door Car
4525.276524,Basic,F,32802,Married,114,0,1,Offer2,547.2,SUV
6701.770088,Extended,M,18400,Married,89,0,8,Offer2,640.8,Two-Door Car
14134.3474,Basic,F,90844,Divorced,118,0,2,Offer1,232.674417,SUV
2838.067784,Extended,F,0,Divorced,80,0,1,Offer1,336.50961,Four-Door Car
3848.483648,Extended,F,42589,Divorced,98,0,1,Offer1,470.4,Four-Door Car
19504.4739,Basic,M,0,Single,72,0,2,Offer3,345.6,Four-Door Car
4361.372941,Premium,F,79583,Married,109,2,1,Offer1,523.2,Four-Door Car
2529.077508,Basic,F,89129,Single,64,0,1,Offer2,328.870868,Four-Door Car
2504.444752,Basic,M,0,Single,69,0,1,Offer2,496.8,Four-Door Car
8649.700578,Basic,F,94389,Married,107,0,8,Offer2,85.063708,SUV
13668.35528,Premium,F,0,Single,197,0,9,Offer1,1418.4,SUV
20635.0846,Basic,F,84106,Single,64,0,2,Offer1,334.408717,Two-Door Car
2517.533581,Basic,F,0,Married,69,0,1,Offer2,42.096415,Four-Door Car
5326.677654,Basic,F,76717,Married,66,0,6,Offer4,300.528579,Two-Door Car
2600.272131,Basic,M,51978,Married,66,0,1,Offer2,144.782152,Four-Door Car
8534.792754,Basic,F,47325,Married,107,0,6,Offer1,64.598216,SUV
8828.834957,Basic,M,86721,Divorced,111,0,3,Offer4,532.8,SUV
2248.449633,Basic,F,24910,Single,63,1,1,Offer1,347.857619,Four-Door Car
8861.149536,Basic,F,90125,Married,110,0,3,Offer3,128.645946,SUV
4556.592993,Basic,M,0,Single,73,2,9,Offer1,525.6,Four-Door Car
2530.705137,Basic,F,89451,Single,63,0,1,Offer2,61.769564,Four-Door Car
5251.983996,Basic,M,59537,Married,66,0,7,Offer1,316.8,Two-Door Car
6743.119265,Basic,M,0,Single,199,0,1,Offer4,955.2,Luxury SUV
14014.72129,Basic,M,54193,Married,117,0,2,Offer1,720.752945,SUV
9438.915619,Premium,M,86946,Married,118,0,7,Offer2,340.656963,Four-Door Car
10506.77172,Extended,F,0,Married,92,0,2,Offer1,546.524896,Four-Door Car
4213.918619,Premium,F,12160,Married,109,0,1,Offer2,489.411833,Four-Door Car
4773.686425,Basic,M,33701,Single,63,0,5,Offer3,171.325856,Four-Door Car
4547.892543,Premium,M,33531,Married,116,0,1,Offer4,801.577478,Two-Door Car
2842.266905,Basic,M,69417,Divorced,73,1,1,Offer1,30.874869,Four-Door Car
3059.550321,Extended,M,38644,Married,78,1,1,Offer3,361.455219,Four-Door Car
20314.9976,Basic,F,63209,Married,102,2,2,Offer1,207.320041,SUV
3239.124699,Extended,F,16061,Single,88,0,1,Offer3,633.6,Four-Door Car
4626.801093,Basic,F,79487,Divorced,114,0,1,Offer2,547.2,SUV
8997.040244,Premium,F,54230,Married,112,0,9,Offer2,537.6,Two-Door Car
3808.122147,Extended,F,94903,Married,94,0,1,Offer2,451.2,Two-Door Car
7614.137981,Extended,M,27293,Married,96,0,6,Offer2,469.030907,Two-Door Car
6898.455315,Premium,F,70950,Married,171,0,1,Offer4,565.929394,Sports Car
2298.379166,Basic,M,0,Married,63,0,1,Offer2,302.4,Four-Door Car
2806.696138,Basic,F,37009,Single,71,0,1,Offer1,145.673348,Two-Door Car
5206.118179,Basic,M,52629,Married,65,0,6,Offer1,136.684141,Four-Door Car
8007.349108,Basic,F,65473,Married,67,0,2,Offer2,277.685667,Four-Door Car
2321.88367,Basic,F,0,Single,65,0,1,Offer2,468,Four-Door Car
2463.236825,Basic,M,99144,Married,61,0,1,Offer2,292.8,Four-Door Car
5498.940679,Basic,M,22520,Married,73,0,3,Offer1,350.4,Four-Door Car
5243.828046,Basic,F,36615,Married,65,0,5,Offer2,264.563772,Four-Door Car
4886.544296,Basic,F,76374,Divorced,61,0,7,Offer2,292.8,Four-Door Car
4169.356909,Premium,F,35457,Single,105,0,1,Offer1,641.230581,Four-Door Car
5479.555081,Basic,M,56005,Married,68,1,3,Offer1,326.4,Four-Door Car
6177.109254,Extended,M,61040,Married,79,1,4,Offer4,20.382876,Two-Door Car
8287.679305,Basic,F,81367,Married,103,0,4,Offer3,415.768941,SUV
9886.656416,Extended,F,44817,Married,83,0,2,Offer1,527.421579,Four-Door Car
2712.915597,Basic,F,58508,Single,69,0,1,Offer2,57.614392,Two-Door Car
10477.67631,Extended,M,45259,Single,138,0,4,Offer3,272.217171,SUV
3436.134281,Extended,M,30817,Divorced,88,0,1,Offer2,91.834668,Four-Door Car
2596.1852,Basic,F,0,Single,72,0,1,Offer1,345.6,Two-Door Car
12731.95161,Basic,M,40870,Married,105,0,2,Offer1,504,SUV
3494.147878,Extended,M,35001,Single,96,3,1,Offer1,460.8,Four-Door Car
7597.910661,Basic,F,49937,Married,64,0,2,Offer3,302.586407,Two-Door Car
4015.214476,Premium,F,0,Married,109,0,1,Offer1,523.2,Four-Door Car
20477.10841,Basic,F,58317,Married,73,0,2,Offer4,350.4,Four-Door Car
8160.689782,Basic,F,0,Married,109,0,7,Offer1,523.2,SUV
12298.6863,Basic,M,17101,Single,113,0,2,Offer1,542.4,SUV
8714.922135,Basic,F,0,Divorced,118,0,4,Offer1,566.4,SUV
4853.534204,Basic,F,0,Single,65,0,3,Offer1,468,Four-Door Car
4880.94644,Basic,M,24398,Married,63,1,3,Offer2,302.4,Four-Door Car
2311.382109,Basic,M,24641,Married,61,0,1,Offer1,294.92773,Four-Door Car
4327.098922,Basic,M,69040,Married,108,0,1,Offer1,518.4,Sports Car
12298.6863,Basic,M,17101,Single,113,0,2,Offer1,542.4,SUV
8323.533338,Basic,F,59886,Married,104,0,4,Offer1,71.729298,Sports Car
10179.71704,Premium,F,14290,Married,271,0,1,Offer1,1300.8,Luxury SUV
7761.267839,Extended,F,43137,Married,96,0,8,Offer2,460.8,Two-Door Car
5239.890913,Basic,M,27978,Single,69,1,7,Offer1,447.911255,Four-Door Car
4517.908834,Basic,F,25261,Married,118,0,1,Offer4,566.4,SUV
2389.774148,Basic,M,58652,Married,64,5,1,Offer2,307.2,Four-Door Car
4130.628776,Basic,F,28321,Single,111,0,1,Offer3,537.391704,SUV
5227.766419,Basic,M,0,Single,72,0,6,Offer1,518.4,Four-Door Car
6187.345744,Extended,F,0,Single,88,0,6,Offer1,633.6,Four-Door Car
5113.874718,Extended,M,94415,Married,127,1,1,Offer1,492.770321,Sports Car
11039.31617,Basic,M,0,Married,103,0,2,Offer2,1149.203884,SUV
2611.965869,Basic,M,53904,Married,67,2,1,Offer3,321.6,Four-Door Car
13372.32772,Basic,M,0,Single,74,0,2,Offer1,811.086484,Four-Door Car
4838.981869,Basic,M,0,Divorced,70,2,7,Offer2,336,Four-Door Car
4721.659016,Basic,M,0,Single,67,0,8,Offer4,482.4,Four-Door Car
3873.647046,Basic,M,28142,Married,105,0,1,Offer2,701.708239,Sports Car
6770.306834,Extended,M,74422,Divorced,85,1,3,Offer1,95.338505,Four-Door Car
16979.79757,Basic,M,35095,Divorced,73,0,2,Offer2,525.6,Two-Door Car
13681.71178,Basic,F,55588,Married,114,0,2,Offer1,547.2,SUV
5717.221919,Basic,F,52391,Married,71,0,3,Offer2,409.763267,Two-Door Car
9486.596417,Extended,F,42240,Married,79,0,2,Offer3,46.386546,Four-Door Car
3839.143697,Extended,F,70146,Married,96,0,1,Offer2,157.440069,Four-Door Car
11211.59027,Extended,F,41121,Divorced,94,0,2,Offer1,451.2,Four-Door Car
3798.32165,Premium,M,0,Married,107,1,1,Offer1,1261.943541,Two-Door Car
2816.567395,Basic,F,41228,Single,71,0,1,Offer1,340.8,Four-Door Car
6948.325858,Extended,M,40598,Single,91,0,5,Offer1,302.791402,Four-Door Car
3444.967503,Extended,F,0,Married,91,0,1,Offer2,596.050118,Four-Door Car
2859.40857,Basic,F,51790,Married,71,0,1,Offer2,340.8,Four-Door Car
2692.057629,Basic,M,92593,Single,68,0,1,Offer1,8.44322,Four-Door Car
11431.73089,Basic,M,28657,Married,100,0,2,Offer1,588.742251,SUV
7635.883324,Extended,M,30262,Married,98,1,9,Offer2,499.22561,Four-Door Car
9805.829614,Extended,F,47197,Married,81,0,2,Offer2,76.112618,Four-Door Car
6803.615629,Extended,F,0,Single,94,0,6,Offer2,451.2,Four-Door Car
7107.655397,Basic,F,0,Married,61,0,2,Offer1,541.561209,Four-Door Car
4735.184474,Extended,F,0,Single,134,0,1,Offer3,964.8,SUV
6874.326693,Extended,M,22093,Divorced,87,0,9,Offer4,616.749885,Two-Door Car
2411.256575,Basic,M,54483,Married,61,0,1,Offer3,292.8,Two-Door Car
2416.542359,Basic,F,18944,Married,63,0,1,Offer4,125.274351,Four-Door Car
4692.165155,Basic,M,0,Married,64,0,4,Offer2,137.169296,Four-Door Car
3600.934326,Basic,F,25147,Single,101,0,1,Offer1,694.598288,SUV
2665.222511,Basic,M,14315,Married,71,0,1,Offer2,511.2,Four-Door Car
7666.520438,Extended,F,87864,Married,94,0,8,Offer2,421.456547,Two-Door Car
16675.89616,Extended,M,57844,Married,85,1,2,Offer3,408,Four-Door Car
4550.856045,Premium,F,17913,Married,116,0,1,Offer3,556.8,Four-Door Car
11763.93565,Extended,F,28806,Married,99,0,2,Offer2,475.2,Four-Door Car
13742.53724,Premium,M,90343,Single,175,0,3,Offer1,833.072722,SUV
16138.41628,Basic,F,79041,Married,199,0,3,Offer2,419.26062,Luxury SUV
8819.018934,Basic,M,99845,Married,110,1,8,Offer2,528,SUV
6673.737677,Premium,M,85019,Married,167,0,1,Offer2,801.6,Sports Car
7782.126848,Basic,F,70059,Married,194,0,1,Offer2,253.740993,Luxury SUV
19393.21145,Premium,F,70503,Divorced,164,1,2,Offer1,41.05291,SUV
3974.13815,Basic,M,0,Single,117,0,1,Offer2,561.6,SUV
4105.580991,Basic,M,39492,Married,105,0,1,Offer2,756,SUV
2308.472055,Basic,M,0,Single,68,0,1,Offer2,489.6,Four-Door Car
5372.914477,Basic,M,50405,Divorced,70,1,9,Offer3,7.069583,Four-Door Car
5508.315536,Basic,F,96021,Married,68,0,5,Offer3,315.004602,Two-Door Car
2398.333185,Basic,M,0,Married,65,0,1,Offer1,422.947888,Two-Door Car
3728.83013,Premium,M,0,Single,105,0,1,Offer1,756,Four-Door Car
2758.498582,Basic,M,65794,Married,69,1,1,Offer1,277.27294,Four-Door Car
3703.930261,Extended,M,21975,Divorced,95,0,1,Offer4,456,Four-Door Car
9372.843639,Extended,M,0,Married,126,0,4,Offer3,604.8,SUV
4991.584471,Extended,F,56649,Married,125,0,1,Offer1,780.090361,SUV
2759.978287,Basic,M,92296,Married,69,0,1,Offer2,331.2,Two-Door Car
7993.003997,Premium,F,39448,Married,103,3,5,Offer3,66.020788,Four-Door Car
5235.573528,Extended,F,71794,Married,131,0,1,Offer2,457.471225,SUV
2633.011837,Basic,F,21861,Married,69,0,1,Offer2,348.278032,Four-Door Car
2764.802284,Basic,F,31591,Married,72,4,1,Offer3,240.241499,Four-Door Car
8084.846371,Basic,F,60662,Divorced,68,0,2,Offer2,326.4,Two-Door Car
2685.177658,Basic,F,20608,Divorced,73,0,1,Offer3,350.4,Four-Door Car
12208.12004,Basic,F,21331,Divorced,103,0,2,Offer1,419.062661,SUV
20090.43865,Basic,F,0,Single,66,1,2,Offer1,252.149798,Four-Door Car
2491.317024,Basic,M,36631,Divorced,62,0,1,Offer1,67.530904,Four-Door Car
6314.596813,Extended,M,0,Married,87,0,6,Offer2,417.6,Four-Door Car
16229.64891,Extended,M,26030,Married,139,1,2,Offer2,667.2,Sports Car
5161.789881,Basic,M,0,Married,70,0,6,Offer1,469.491537,Four-Door Car
3982.266087,Basic,M,0,Divorced,113,0,1,Offer3,542.4,SUV
13473.18567,Basic,M,25302,Married,70,1,2,Offer2,336,Four-Door Car
6921.973993,Extended,F,16483,Married,90,0,9,Offer3,320.519977,Two-Door Car
8276.44416,Extended,M,0,Single,82,0,2,Offer3,590.4,Four-Door Car
14349.85991,Premium,M,73222,Married,180,0,3,Offer1,821.51673,SUV
5878.199296,Basic,F,22061,Married,74,0,8,Offer2,355.2,Four-Door Car
2666.05454,Basic,F,86321,Married,66,0,1,Offer3,316.8,Four-Door Car
5345.680998,Basic,M,54668,Married,68,1,6,Offer1,326.4,Four-Door Car
4777.121596,Basic,F,0,Married,62,0,3,Offer1,297.6,Four-Door Car
16973.74021,Premium,M,69497,Married,142,0,2,Offer4,92.286763,SUV
2518.112127,Basic,M,86617,Single,63,0,1,Offer3,188.325603,Four-Door Car
19160.98994,Extended,F,22705,Divorced,239,0,7,Offer2,1294.700423,Luxury SUV
6273.173441,Extended,F,20836,Married,79,0,9,Offer1,193.57032,Four-Door Car
3964.81296,Extended,M,88410,Single,99,0,1,Offer4,475.2,Four-Door Car
4911.773088,Basic,F,0,Single,69,0,9,Offer4,496.8,Four-Door Car
7805.31287,Basic,F,21073,Divorced,106,1,3,Offer1,508.8,SUV
7200.664877,Basic,F,0,Married,66,0,2,Offer2,316.8,Four-Door Car
5389.499465,Extended,M,66429,Married,136,0,1,Offer2,57.712985,Sports Car
3241.314176,Extended,F,66889,Married,80,0,1,Offer2,294.319428,Four-Door Car
5528.212807,Basic,M,36088,Single,72,0,9,Offer1,345.6,Four-Door Car
7173.909404,Basic,M,75217,Single,61,1,2,Offer3,147.080303,Four-Door Car
7076.653181,Basic,M,0,Single,68,0,2,Offer1,489.6,Two-Door Car
3700.385003,Extended,F,17557,Married,96,0,1,Offer4,666.724937,Four-Door Car
5328.835851,Basic,F,81064,Single,70,4,3,Offer1,42.238585,Two-Door Car
4838.877084,Basic,F,0,Single,66,0,5,Offer2,700.331425,Four-Door Car
10700.4952,Extended,F,75313,Married,89,1,2,Offer1,527.139074,Four-Door Car
7879.928952,Extended,F,45703,Married,98,0,9,Offer4,470.4,Two-Door Car
7869.432384,Basic,F,40036,Married,65,0,2,Offer1,48.828732,Four-Door Car
2586.807171,Basic,M,0,Married,71,0,1,Offer2,191.640085,Four-Door Car
7286.789075,Basic,M,65870,Married,61,1,2,Offer2,202.847644,Four-Door Car
11797.99211,Basic,F,91469,Single,100,2,2,Offer1,418.864555,SUV
9386.753031,Basic,M,42090,Married,119,0,3,Offer1,203.352239,SUV
6308.922374,Extended,F,21368,Married,79,0,6,Offer2,4.61262,Four-Door Car
17484.53438,Basic,F,78362,Divorced,73,0,2,Offer1,525.6,Four-Door Car
15428.01044,Extended,F,33879,Married,98,0,2,Offer1,470.4,Two-Door Car
5630.793,Basic,M,72874,Married,70,0,6,Offer3,336,Four-Door Car
18131.18874,Extended,M,0,Single,82,1,2,Offer3,393.6,Four-Door Car
8087.219475,Premium,F,0,Married,110,0,6,Offer1,550.825934,Two-Door Car
18453.57629,Basic,M,72215,Married,66,0,2,Offer2,247.911872,Four-Door Car
5217.513287,Basic,F,39854,Divorced,66,0,7,Offer2,261.930545,Two-Door Car
4835.783179,Basic,M,36655,Married,61,0,9,Offer1,295.223164,Four-Door Car
5597.12496,Extended,F,37995,Married,139,0,1,Offer1,667.2,SUV
8920.463999,Premium,F,40867,Married,112,0,7,Offer1,537.6,Two-Door Car
5995.411008,Extended,F,28804,Married,78,0,3,Offer1,76.025368,Two-Door Car
8382.630118,Basic,M,19683,Married,117,1,9,Offer1,561.6,Sports Car
13372.02426,Premium,F,88706,Married,110,1,2,Offer3,528,Two-Door Car
8972.140307,Basic,M,89689,Divorced,74,0,2,Offer1,136.829537,Four-Door Car
5405.518391,Basic,F,67241,Married,68,1,9,Offer2,5.674809,Two-Door Car
9352.478998,Extended,M,75436,Married,78,0,2,Offer2,9.747443,Four-Door Car
4339.871053,Basic,F,91761,Married,109,2,1,Offer3,779.052276,SUV
17723.76398,Extended,F,25771,Married,222,0,4,Offer1,1253.984948,Luxury SUV
7507.455372,Basic,M,60920,Single,64,0,2,Offer2,231.201886,Two-Door Car
8029.393076,Premium,F,96869,Single,101,0,3,Offer2,628.498605,Four-Door Car
2831.587689,Extended,M,17752,Married,77,0,1,Offer3,369.6,Four-Door Car
10080.37031,Extended,M,60944,Married,130,2,4,Offer2,623.505066,SUV
6503.397049,Extended,F,22081,Married,84,0,6,Offer1,451.670309,Two-Door Car
3331.445625,Extended,M,73695,Married,84,0,1,Offer3,403.2,Four-Door Car
4620.390087,Extended,F,0,Single,130,0,1,Offer3,936,SUV
2471.528431,Basic,M,95697,Married,61,0,1,Offer2,114.273025,Two-Door Car
6494.243995,Extended,F,15300,Married,85,0,9,Offer3,408,Four-Door Car
9657.579498,Extended,M,0,Married,131,0,9,Offer1,628.8,SUV
4904.894731,Extended,F,12902,Divorced,139,0,1,Offer1,667.2,Sports Car
4802.477033,Basic,M,29809,Married,61,0,9,Offer2,365.312072,Four-Door Car
7955.774758,Basic,M,0,Married,74,0,2,Offer2,355.2,Four-Door Car
6941.900812,Extended,M,0,Married,96,0,3,Offer2,460.8,Four-Door Car
8382.478392,Basic,M,25998,Married,71,0,2,Offer2,791.878042,Four-Door Car
3536.431774,Extended,F,28248,Single,90,0,1,Offer2,634.385937,Four-Door Car
3244.816567,Extended,F,68103,Divorced,82,0,1,Offer2,277.795988,Two-Door Car
7611.212764,Premium,F,0,Single,103,0,3,Offer1,741.6,Four-Door Car
4505.398267,Basic,F,81079,Married,111,0,1,Offer2,134.222332,SUV
2445.844833,Basic,F,22732,Married,62,0,1,Offer3,15.616535,Four-Door Car
16477.76843,Basic,F,49825,Married,70,3,2,Offer3,336,Two-Door Car
3546.400212,Basic,F,0,Single,103,0,1,Offer3,621.959357,SUV
4277.27009,Basic,M,77265,Married,107,0,1,Offer2,513.6,SUV
4784.773547,Basic,M,0,Single,72,0,7,Offer3,779.629297,Four-Door Car
7572.237727,Premium,M,12876,Married,107,2,3,Offer1,425.964628,Four-Door Car
11760.87637,Extended,M,36431,Married,99,0,2,Offer1,513.252488,Two-Door Car
3933.813993,Basic,M,25927,Single,103,0,1,Offer2,674.973614,SUV
5700.761833,Basic,F,26811,Married,72,0,3,Offer4,465.763576,Two-Door Car
3498.634784,Extended,F,41711,Single,90,0,1,Offer1,351.286604,Four-Door Car
5768.091295,Basic,F,35091,Divorced,74,0,9,Offer1,418.927204,Two-Door Car
6361.954003,Extended,F,0,Married,87,0,3,Offer4,417.6,Four-Door Car
6503.397049,Extended,F,22081,Married,84,0,6,Offer1,451.670309,Two-Door Car
6832.111972,Extended,F,0,Married,93,1,5,Offer1,446.4,Four-Door Car
5785.223477,Basic,M,31320,Married,72,0,5,Offer1,293.86579,Four-Door Car
5619.689084,Premium,M,0,Married,153,0,1,Offer2,1027.000029,SUV
2599.2896,Basic,M,33947,Married,66,1,1,Offer2,192.213037,Four-Door Car
6732.970948,Basic,F,0,Single,62,0,2,Offer2,446.4,Two-Door Car
18321.86647,Basic,F,21189,Divorced,66,0,2,Offer3,316.8,Two-Door Car
9102.902307,Premium,M,73759,Married,114,3,6,Offer1,547.2,Four-Door Car
4002.857594,Basic,M,0,Single,114,0,1,Offer3,820.8,SUV
8620.997439,Premium,F,44988,Married,108,0,3,Offer1,518.4,Two-Door Car
10388.986,Extended,F,33432,Single,90,0,2,Offer1,161.423101,Two-Door Car
8427.172486,Extended,F,46503,Divorced,215,1,1,Offer1,1032,Luxury SUV
7007.274228,Basic,M,0,Single,101,0,6,Offer2,973.787176,SUV
5176.579135,Basic,F,23636,Married,65,0,3,Offer2,81.452537,Four-Door Car
5389.499465,Extended,M,66429,Married,136,0,1,Offer2,57.712985,Sports Car
4067.004737,Basic,F,28466,Married,102,0,1,Offer3,371.802628,SUV
4434.941371,Basic,F,58082,Married,112,1,1,Offer1,103.022126,SUV
14010.52742,Basic,F,36523,Married,71,0,2,Offer2,101.353875,Four-Door Car
12350.05824,Premium,M,54710,Married,103,0,2,Offer3,294.058449,Two-Door Car
8161.576876,Basic,F,73466,Married,102,1,6,Offer3,204.74051,SUV
11009.13049,Premium,F,51643,Single,283,0,1,Offer2,1358.4,Luxury Car
8717.049833,Basic,M,83846,Married,74,3,2,Offer2,355.2,Four-Door Car
5917.466603,Premium,M,0,Single,169,0,1,Offer4,1207.084251,SUV
2503.660407,Basic,M,53338,Married,63,1,1,Offer4,35.45384,Four-Door Car
12682.25069,Extended,M,75203,Single,80,1,2,Offer1,384,Four-Door Car
4330.38602,Premium,M,60475,Married,107,0,1,Offer2,513.6,Four-Door Car
10487.74332,Extended,M,30658,Married,89,0,2,Offer2,441.757585,Four-Door Car
3567.503755,Basic,M,0,Married,102,0,1,Offer2,660.430456,SUV
19896.42226,Extended,F,60420,Married,248,0,8,Offer2,632.944366,Luxury SUV
5581.761298,Basic,F,62739,Divorced,70,0,3,Offer2,239.328571,Two-Door Car
3515.831889,Extended,F,15144,Married,90,0,1,Offer3,372.652536,Four-Door Car
12036.62051,Basic,M,44428,Single,104,0,2,Offer1,499.2,SUV
3609.798318,Extended,M,58297,Married,97,5,1,Offer1,647.039443,Four-Door Car
17732.46488,Basic,F,42191,Married,74,1,2,Offer1,68.647736,Two-Door Car
8509.850887,Basic,M,26057,Divorced,74,0,2,Offer1,523.888845,Four-Door Car
5866.424273,Basic,F,26608,Married,73,0,6,Offer3,234.234301,Two-Door Car
4825.500869,Basic,M,0,Married,63,0,9,Offer3,272.843439,Four-Door Car
5389.499465,Extended,M,66429,Married,136,0,1,Offer2,57.712985,Sports Car
7778.005623,Basic,F,25970,Married,72,3,2,Offer4,430.818992,Four-Door Car
14866.45116,Extended,F,24279,Married,126,0,2,Offer2,604.8,Sports Car
8324.23271,Extended,M,0,Single,121,0,5,Offer2,871.2,Sports Car
9238.305998,Extended,F,0,Single,128,0,5,Offer1,921.6,SUV
6236.018595,Extended,M,57760,Single,78,0,3,Offer2,223.950089,Four-Door Car
5012.184756,Extended,M,20976,Married,129,1,1,Offer1,735.683769,Sports Car
8176.576796,Basic,M,67137,Married,111,5,6,Offer2,314.880326,SUV
2582.862313,Basic,F,50148,Married,65,0,1,Offer2,323.485239,Four-Door Car
3118.981095,Extended,M,23008,Married,79,1,1,Offer2,80.663097,Four-Door Car
2938.07856,Extended,M,0,Single,82,0,1,Offer3,590.4,Four-Door Car
6883.686618,Extended,F,84869,Married,85,0,4,Offer2,408,Four-Door Car
2215.912948,Basic,M,0,Single,66,0,1,Offer1,316.8,Two-Door Car
4297.018104,Premium,M,86860,Married,107,0,1,Offer2,513.6,Four-Door Car
2761.691693,Extended,F,0,Single,77,0,1,Offer1,554.4,Four-Door Car
5285.918307,Basic,M,0,Married,73,0,4,Offer2,392.951076,Two-Door Car
5913.199024,Extended,M,0,Single,91,0,4,Offer3,436.8,Four-Door Car
2593.398672,Basic,F,0,Married,69,0,1,Offer4,331.2,Two-Door Car
12692.67092,Premium,M,40117,Married,108,0,2,Offer3,750.082794,Two-Door Car
3309.11965,Extended,M,72140,Divorced,87,2,1,Offer3,417.6,Four-Door Car
4754.449647,Extended,F,0,Single,136,0,1,Offer1,652.8,SUV
2413.93064,Basic,M,12495,Divorced,65,0,1,Offer1,312,Four-Door Car
2161.685527,Basic,M,0,Single,67,2,1,Offer2,482.4,Two-Door Car
5527.988928,Basic,F,0,Married,72,0,7,Offer3,345.6,Four-Door Car
10629.21789,Extended,F,36495,Married,133,1,3,Offer2,229.930796,SUV
11820.1098,Extended,F,86801,Married,98,0,2,Offer4,371.108203,Four-Door Car
4964.63152,Basic,M,52679,Married,62,0,4,Offer2,117.998498,Four-Door Car
9122.92563,Basic,M,90804,Married,113,0,5,Offer2,434.09776,Sports Car
5309.435869,Basic,F,22404,Married,70,1,4,Offer1,211.136067,Four-Door Car
3460.66504,Extended,F,14262,Married,90,0,1,Offer1,290.432527,Four-Door Car
2872.980808,Basic,M,36844,Married,73,0,1,Offer2,283.966321,Four-Door Car
9927.877699,Extended,F,58703,Married,127,2,6,Offer3,227.916076,SUV
3482.687007,Extended,M,65162,Married,86,0,1,Offer2,134.430084,Four-Door Car
3991.727249,Extended,F,54964,Married,99,0,1,Offer1,525.515271,Four-Door Car
5510.107444,Basic,M,61401,Married,69,0,3,Offer1,144.439335,Four-Door Car
3600.934326,Basic,F,25147,Single,101,0,1,Offer1,694.598288,SUV
5419.45812,Basic,F,73536,Married,67,0,6,Offer2,172.518524,Two-Door Car
5810.630529,Basic,F,24860,Married,73,0,8,Offer4,350.4,Four-Door Car
3942.725768,Extended,M,65404,Married,99,0,1,Offer2,300.703109,Four-Door Car
3126.271893,Extended,M,34510,Divorced,81,0,1,Offer2,388.8,Four-Door Car
3530.007745,Premium,M,0,Single,108,0,1,Offer1,777.6,Two-Door Car
5029.296953,Basic,M,40113,Divorced,67,3,5,Offer1,262.047663,Two-Door Car
4772.943848,Extended,M,20993,Divorced,133,0,1,Offer2,638.4,SUV
2202.3352,Basic,F,0,Married,61,1,1,Offer1,292.8,Two-Door Car
8717.049833,Basic,M,83846,Married,74,3,2,Offer2,355.2,Four-Door Car
